,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,8/01/2022,P,972,997.2,986.4,975.6,1080,882,918,1058.4,1112.4,1065.6,1159.2,936,889.2,907.2,1054.8,1166.4,1094.4,871.2,1108.8,936,1242,1209.6,1112.4,1209.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.2,342,399.6,345.6,374.4,360,388.8,432,392.4,406.8,471.6,352.8,399.6,324,403.2,435.6,421.2,288,374.4,367.2,453.6,424.8,378,460.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,8/01/2022,P,87.6,84.15,90.45,83.85,90.15,88.5,68.25,57.75,120.3,130.95,128.7,99,103.2,87,78.9,88.65,96.15,95.7,91.05,88.65,90.15,83.55,81.75,81.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,41.1,44.55,38.4,46.2,38.55,28.2,32.85,55.95,66.6,66.15,46.05,46.8,39.3,29.85,35.55,45.75,54.6,47.85,38.7,49.05,41.25,39.45,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL,38289432,8/01/2022,P,604.8,705.6,892.8,864,892.8,1036.8,1152,1238.4,1281.6,1353.6,1281.6,1209.6,1166.4,1224,1195.2,1080,993.6,950.4,950.4,936,878.4,907.2,907.2,849.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,201.6,244.8,230.4,230.4,345.6,432,504,504,561.6,547.2,446.4,432,489.6,446.4,374.4,331.2,273.6,302.4,302.4,259.2,288,302.4,259.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,8/01/2022,P,407.23,416.5,419.92,426.62,427.12,418.48,421.13,426.06,418.86,437.47,439.63,459.85,442.93,428.36,360.5,348.35,361.66,417.78,409.32,397.44,387.81,382.95,405.14,421.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,181.15,182.23,184.37,177.21,171.16,169.92,173.77,178.76,200.7,209.86,218.14,212.47,202.77,143.62,149.85,152.82,179.66,172.73,160.18,152.89,155.21,166.7,171.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01751,POLLOSAN INCUBACION V1,2839463,8/01/2022,P,106.34,111.52,112.84,107.3,109,106.14,101.89,103.5,106.16,115.09,117.66,130.91,142.13,146.31,149.77,143.3,136.97,125.88,122.66,117.05,119.94,121.56,121.85,120.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97,27.23,19.4,23.28,64.12,63.33,63.24,62.62,67.29,65.52,67.6,73.01,71.76,72.75,73.14,71.35,72.72,72.48,68.44,69.42,67.8,67.42,65.98,18.13,8.28,8.27,11.43,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01752,POLLOSAN SACRIFICIO LEBRIJA PRINCIPAL,37922266,8/01/2022,P,524.16,511.92,724.32,767.88,864.72,913.32,1104.48,1187.28,1180.08,1370.88,1712.16,1634.4,1734.84,1814.04,1717.56,1571.76,1420.92,1377,1323.36,1325.16,1298.52,1333.8,1426.68,1323.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.4,67.68,132.12,128.88,223.2,307.44,378.72,389.52,429.48,478.8,643.32,610.92,698.4,762.48,645.84,609.84,540,499.68,466.2,482.04,450.36,454.68,600.12,490.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt02536,SAN MARINO BOLO,38289434,8/01/2022,P,50.6,59.4,61.6,63.8,70.4,70.4,61.6,57.2,57.2,55,66,90.2,88,90.2,99,96.8,81.4,74.8,57.2,57.2,55,52.8,50.6,50.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,2.2,2.2,2.2,4.4,15.4,11,11,13.2,11,6.6,4.4,0,2.2,0,0,0,0,4.4,2.2,2.2,4.4,6.6,4.4,6.6,0,2.2,0,2.2,0,0,0,0,0,0,0,2.2,4.4,4.4,4.4,6.6,4.4
Frt02583,AVICOLA EL FONCE SAN GIL,37922264,8/01/2022,P,105.14,111.21,109.36,100.45,104.15,100.52,94.58,94.71,100.19,107.32,115.3,124.08,134.97,133.72,123.55,130.68,121.24,119.33,115.24,109.36,114.25,108.44,103.49,96.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.72,41.25,37.75,39.34,37.69,42.44,49.5,45.87,48.38,49.17,45.01,48.44,55.77,53.06,50.09,54.91,54.25,59.53,60.13,53.39,57.82,55.64,44.95,38.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt03502,AGROPECUARIA ALFA 1,32271905,8/01/2022,P,0.89,0.92,0.96,0.96,0.89,0.83,0.89,1.25,0.89,0.99,0.89,0.89,27.49,92.14,91.61,91.34,90.35,90.39,90.26,89.33,88.74,88.21,87.94,87.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,6.2,6.67,6.63,5.78,4.95,5.41,5.68,2.81,2.84,2.64,2.57,3.73,0,5.31,7.19,6.86,7.43,7.16,6.57,6.47,6.44,6.67,6.6,0,0,0,0,0,0,0,0,0,0,0,0,1.52,5.12,1.91,0,0,0,0,0,0,0,0,0
