,,,,,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhD,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kWhR,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhD,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR,kVarhR
,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,8/01/2022,P,972,997.2,986.4,975.6,1080,882,918,1058.4,1112.4,1065.6,1159.2,936,889.2,907.2,1054.8,1166.4,1094.4,871.2,1108.8,936,1242,1209.6,1112.4,1209.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.2,342,399.6,345.6,374.4,360,388.8,432,392.4,406.8,471.6,352.8,399.6,324,403.2,435.6,421.2,288,374.4,367.2,453.6,424.8,378,460.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00771,ITALCOL FUNZA PRINCIPAL,38289435,8/02/2022,P,1278,1137.6,1317.6,1342.8,1116,1119.6,1051.2,867.6,1072.8,986.4,763.2,604.8,759.6,619.2,666,766.8,802.8,1101.6,1112.4,964.8,1076.4,1087.2,925.2,1123.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471.6,374.4,482.4,500.4,374.4,360,388.8,370.8,424.8,381.6,316.8,216,270,219.6,219.6,248.4,295.2,417.6,403.2,370.8,414,360,360,421.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,8/01/2022,P,87.6,84.15,90.45,83.85,90.15,88.5,68.25,57.75,120.3,130.95,128.7,99,103.2,87,78.9,88.65,96.15,95.7,91.05,88.65,90.15,83.55,81.75,81.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,41.1,44.55,38.4,46.2,38.55,28.2,32.85,55.95,66.6,66.15,46.05,46.8,39.3,29.85,35.55,45.75,54.6,47.85,38.7,49.05,41.25,39.45,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt00981,AVICOLA EL MADROÑO PTA PRINCIPAL,38289327,8/02/2022,P,90.6,77.4,82.5,72.3,91.95,80.7,59.25,72.15,86.85,67.65,59.7,60.45,63.3,76.05,98.85,98.55,84.3,88.35,73.65,72.45,67.65,69.45,64.35,75.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,41.25,45.45,38.4,44.1,49.35,26.4,30.6,39.9,30.45,25.95,26.1,25.65,37.5,40.2,42.3,39.3,38.25,24.15,28.2,25.8,25.05,26.7,34.2,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL,38289432,8/01/2022,P,604.8,705.6,892.8,864,892.8,1036.8,1152,1238.4,1281.6,1353.6,1281.6,1209.6,1166.4,1224,1195.2,1080,993.6,950.4,950.4,936,878.4,907.2,907.2,849.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,201.6,244.8,230.4,230.4,345.6,432,504,504,561.6,547.2,446.4,432,489.6,446.4,374.4,331.2,273.6,302.4,302.4,259.2,288,302.4,259.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01153,AVICOLA EL MADROÑO CARTAGENA PRINCIPAL,38289432,8/02/2022,P,763.2,820.8,921.6,907.2,1123.2,1137.6,1281.6,1324.8,1281.6,1296,1339.2,1310.4,1310.4,1339.2,1368,1440,1382.4,1281.6,1080,979.2,1022.4,1008,993.6,950.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,259.2,288,302.4,403.2,417.6,547.2,561.6,518.4,532.8,590.4,547.2,518.4,576,561.6,619.2,590.4,489.6,388.8,331.2,331.2,360,360,331.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,8/01/2022,P,407.23,416.5,419.92,426.62,427.12,418.48,421.13,426.06,418.86,437.47,439.63,459.85,442.93,428.36,360.5,348.35,361.66,417.78,409.32,397.44,387.81,382.95,405.14,421.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7,181.15,182.23,184.37,177.21,171.16,169.92,173.77,178.76,200.7,209.86,218.14,212.47,202.77,143.62,149.85,152.82,179.66,172.73,160.18,152.89,155.21,166.7,171.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01615,ITALCOL BELLINI,2841136,8/02/2022,P,420.73,422.08,416.3,420.55,418.23,410.42,406.1,411.05,426.62,423.65,424.55,428.51,394.4,386.62,339.41,299.86,347.18,386.46,379.96,322.47,301.34,319.61,323.15,262.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.54,169.49,168.35,167.89,162.45,163.49,164.14,169.81,175.14,175.86,176.29,184.73,164.72,167.4,145.1,128.32,158.51,183.85,178.67,156.33,147.56,140.13,143.48,113.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frt01751,POLLOSAN INCUBACION V1,2839463,8/01/2022,P,106.34,111.52,112.84,107.3,109,106.14,101.89,103.5,106.16,115.09,117.66,130.91,142.13,146.31,149.77,143.3,136.97,125.88,122.66,117.05,119.94,121.56,121.85,120.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.97,27.23,19.4,23.28,64.12,63.33,63.24,62.62,67.29,65.52,67.6,73.01,71.76,72.75,73.14,71.35,72.72,72.48,68.44,69.42,67.8,67.42,65.98,18.13,8.28,8.27,11.43,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
